1	24 May 19	14:53:00	1	0	0	0	0	0	0	0	0	0	0	0	0	210	209	210	210	0	93	93	93	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	24 May 19	14:54:00	1	0	0	0	0	0	0	0	0	0	0	0	0	210	209	210	210	0	93	93	93	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	24 May 19	14:55:00	1	0	0	0	0	0	0	0	2933	0	2095	2933	0	210	210	210	210	0	93	93	93	93	0	2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	24 May 19	14:56:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	211	210	210	211	0	92	92	92	93	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	24 May 19	14:57:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	212	211	211	212	0	91	91	91	92	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	24 May 19	14:58:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	213	212	212	213	0	90	90	90	91	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	24 May 19	14:59:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	213	213	213	213	0	89	89	89	90	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	24 May 19	15:00:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	214	213	213	214	0	88	88	89	89	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	24 May 19	15:01:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	214	214	214	214	0	87	87	88	88	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	24 May 19	15:02:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	215	214	214	215	0	87	87	87	88	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	24 May 19	15:03:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	215	215	215	215	0	87	87	87	88	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	24 May 19	15:04:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	215	215	215	215	0	87	87	87	87	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	24 May 19	15:05:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	215	215	216	0	87	86	87	87	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	24 May 19	15:06:00	1	0	0	0	0	0	0	0	2933	2821	2932	2933	0	216	216	216	216	0	85	85	86	87	0	2932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	24 May 19	15:07:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	216	216	216	0	85	85	85	85	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	24 May 19	15:08:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	216	216	216	0	85	85	85	85	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	24 May 19	15:09:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	216	216	216	0	85	85	85	85	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	24 May 19	15:10:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	216	216	216	0	85	85	85	85	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	24 May 19	15:11:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	216	216	216	0	85	85	85	85	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	24 May 19	15:12:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	216	216	216	0	85	85	85	85	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	24 May 19	15:13:00	1	0	0	0	0	0	0	0	2933	2929	2933	2933	0	216	216	216	216	0	84	84	85	86	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	24 May 19	15:14:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	216	216	216	0	84	84	84	84	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	24 May 19	15:15:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	216	216	216	216	0	84	84	84	84	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	24 May 19	15:16:00	1	0	0	0	0	0	0	0	2933	2548	2890	2933	0	216	216	216	216	0	84	83	84	85	0	2890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	24 May 19	15:17:00	1	0	0	0	0	0	0	0	2933	2622	2908	2933	0	215	215	215	216	0	80	80	81	84	0	2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	24 May 19	15:18:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	215	215	215	215	0	81	80	80	81	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	24 May 19	15:19:00	1	0	0	0	0	0	0	0	2933	2574	2911	2933	0	215	215	215	215	0	80	80	81	82	0	2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	24 May 19	15:20:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	215	215	215	215	0	80	79	80	80	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	24 May 19	15:21:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	215	215	215	215	0	81	80	80	81	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	24 May 19	15:22:00	1	0	0	0	0	0	0	0	2933	2933	2933	2933	0	215	215	215	215	0	82	81	81	82	0	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
